Avail,Player,ERA,K,QS,SHD,WHIP,Rank,CBS Salary,Contract Status,Dollars
Free Agent,Jagger Haynes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wilber Dotel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,James Buckelew,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,German Marquez,3.95,94,7,0,1.3,599,0.0,FA,-26.92
Free Agent,Connor Johnstone,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kevin Matthews,0.0,0,0,0,0.0,9999,0.0,FA,-11.2212064955473
Free Agent,Aaron Phillips,0.0,0,0,0,0.0,9999,0.0,FA,-6.45452169619745
Free Agent,Alex Royalty,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Daniel Gonzalez,0.0,0,0,0,0.0,9999,0.0,FA,-13.7554372467265
Free Agent,Austin Davis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jeff Kinley,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bailey Horn,4.24,15,0,2,1.88,931,0.0,FA,-1.89302713957064
Free Agent,Jhon Peluffo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ty Culbreth,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kevin Stevens,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zach Thompson,0.0,0,0,0,0.0,9999,0.0,FA,0.763508690690831
Free Agent,Duane Underwood,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Matuella,0.0,0,0,0,0.0,9999,0.0,FA,-9.21111596155249
Free Agent,Chris Roycroft,6.14,65,0,8,1.64,888,0.0,FA,-11.62
Free Agent,Dalton Moats,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Grant Wolfram,5.73,14,0,1,1.82,925,0.0,FA,-8.33
Free Agent,Jorge Benitez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Luis Perdomo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Miles Langhorne,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Seth Keller,0.0,0,0,0,0.0,9999,0.0,FA,-7.05739118252031
Free Agent,Jack Leiter,3.92,149,10,0,1.24,258,0.0,FA,-6.57
Free Agent,Bishop Letson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Owen White,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Mizenko,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Juaron Watts-Brown,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cameron Junker,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eric Loomis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carter Stewart,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eric Karch,0.0,0,0,0,0.0,9999,0.0,FA,-5.87114949419098
Free Agent,Jose Velez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Stephan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carlos Vargas,4.09,37,0,12,1.33,843,0.0,FA,-5.85
Free Agent,Baron Stuart,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Marcos Tineo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zack Draper,0.0,0,0,0,0.0,9999,0.0,FA,-0.273236917803374
Free Agent,Brendan Cellucci,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Uberstine,0.0,0,0,0,0.0,9999,0.0,FA,-8.23708290808421
Free Agent,Frankie Mozzicato,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zach Penrod,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Arias,0.0,0,0,0,0.0,9999,0.0,FA,-4.09139772874164
Free Agent,Kevin Grendell,0.0,0,0,0,0.0,9999,0.0,FA,3.43695923032067
Free Agent,Abdiel Mendoza,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Daniel Espino,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Logan Boyer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Williander Moreno,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Roberson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Nix,0.0,0,0,0,0.0,9999,0.0,FA,9.78168333772244
Free Agent,Keaton Winn,0.0,0,0,0,0.0,9999,0.0,FA,-6.48
Free Agent,Jacob Condra-Bogan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Elvis Alvarado,3.36,92,0,10,1.36,678,0.0,FA,-5.41
Free Agent,Jordan Pries,0.0,0,0,0,0.0,9999,0.0,FA,-9.01413929102176
Free Agent,Foster Griffin,4.36,153,12,0,1.4,596,0.0,FA,-3.39
Free Agent,Travis Sykora,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tayler Scott,0.0,0,0,0,0.0,9999,0.0,FA,7.5119748058047
Free Agent,Willy Collado,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chris Ellis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Harney,0.0,0,0,0,0.0,9999,0.0,FA,3.66114318449027
Free Agent,Andre Scrubb,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tommy Romero,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Braden Nett,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zach Muckenhirn,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Weilnton Herrera,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jordan Harrison,0.0,0,0,0,0.0,9999,0.0,FA,-9.01413929102176
Free Agent,Trevor Bettencourt,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Milroy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Garrett Hill,0.0,0,0,0,0.0,9999,0.0,FA,12.0303108167936
Free Agent,Anthony Kay,4.34,134,10,0,1.41,621,0.0,FA,-15.76
Free Agent,Hayden Seig,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Mark,0.0,0,0,0,0.0,9999,0.0,FA,-2.36778280114578
Free Agent,Thomas Schultz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gerardo Gutierrez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryan Pall,0.0,0,0,0,0.0,9999,0.0,FA,-10.0688142109361
Free Agent,Luke Hayden,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sam Bragg,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Paul Smyth,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryan Mata,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Wilkinson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Steven Cruz,0.0,0,0,0,0.0,9999,0.0,FA,-6.42
Free Agent,Christian Oppor,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ricky Castro,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eli Lingos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Freeman,0.0,0,0,0,0.0,9999,0.0,FA,-5.4236336584305
Free Agent,Mike Mayers,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jason Urquidez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gerson Garabito,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jacob Steinmetz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Colton Johnson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Vince Arobio,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Trey Gibson,0.0,0,0,0,0.0,9999,0.0,FA,-7.48743830684463
Free Agent,Grant Gambrell,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jeisson Cabrera,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Riley Quick,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zack Greinke,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Sublette,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dillon McNamara,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bowden Francis,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adam Maier,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andres Nunez,0.0,0,0,0,0.0,9999,0.0,FA,19.9885865946653
Free Agent,Chris Devenski,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Whitten,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joe Filomeno,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Braxton Garrett,0.0,0,0,0,0.0,9999,0.0,FA,0.44
Free Agent,Matt Crouse,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Landon Knack,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hunter Harvey,3.0,65,0,42,1.08,581,0.0,FA,8.79
Free Agent,Brandon Komar,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wilfredo Pereira,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jack Neely,0.0,0,0,0,0.0,9999,0.0,FA,-7.20561974525613
Free Agent,Hayden Durke,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Raudel Lazo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Drew Sommers,0.0,0,0,0,0.0,9999,0.0,FA,3.03908535536471
Free Agent,Kenta Maeda,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Braeden Ogle,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Bryan Bonnell,0.0,0,0,0,0.0,9999,0.0,FA,-10.0688142109361
Free Agent,Dylan Jordan,0.0,0,0,0,0.0,9999,0.0,FA,-6.42952735521835
Free Agent,Yapson Gomez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zebby Matthews,0.0,0,0,0,0.0,9999,0.0,FA,-1.07
Free Agent,Kannon Kemp,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Reed Garrett,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Taylor Rogers,3.25,70,0,25,1.46,550,0.0,FA,1.15
Free Agent,Aaron Holiday,0.0,0,0,0,0.0,9999,0.0,FA,2.19608698380894
Free Agent,Tyson Hardin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Peter Lambert,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Justin Sterner,3.52,104,0,30,1.18,521,0.0,FA,0.66
Free Agent,Jared Spencer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Youngerman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Henry Henry,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Will Johnston,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Will Klein,3.6,13,0,1,1.7,895,0.0,FA,-9.99
Free Agent,Alec Barger,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josimar Cousin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Brogdon,6.0,10,0,1,1.44,936,0.0,FA,-9.56
Free Agent,Kyle Kubat,0.0,0,0,0,0.0,9999,0.0,FA,-6.23721706051679
Free Agent,Jesus Gonzalez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Leonardo Pestana,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kurt Heyer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Will Warren,4.3,70,3,1,1.3,275,0.0,FA,-7.95
Free Agent,Argenis Blanco,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Robert Dominguez,0.0,0,0,0,0.0,9999,0.0,FA,3.61180982909528
Free Agent,Logan Evans,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Quinn Mathews,0.0,0,0,0,0.0,9999,5.0,A,-11.22
Free Agent,Prelander Berroa,3.79,58,0,7,1.63,811,0.0,FA,0.0
Free Agent,Adrian Salcedo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mitch Lively,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Russell,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Whit Mayberry,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tanner Gordon,0.0,0,0,0,0.0,9999,0.0,FA,-19.92
Free Agent,CJ Van Eyk,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Prosecky,0.0,0,0,0,0.0,9999,0.0,FA,-4.09139772874164
Free Agent,Luis Ortiz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Thomas,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adam Miller,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cedric De Grandpre,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Daniel Lynch,3.0,34,3,0,1.23,730,0.0,FA,-7.2971036620814
Free Agent,Luis Cessa,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dominic Hamel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Austin Gomber,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Pierce Johnson,3.36,67,0,23,1.32,671,0.0,FA,-2.89
Free Agent,Edgar Navarro,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Chase Cohen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jasseel De La Cruz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jake Irvin,4.26,114,10,0,1.3,574,0.0,FA,-19.09
Free Agent,Nixon Encarnacion,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jordan Johnson,0.0,0,0,0,0.0,9999,0.0,FA,-9.15583054613195
Free Agent,Alan Busenitz,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carlson Reed,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,J.J. Niekro,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kutter Crawford,4.11,42,5,1,1.07,662,0.0,FA,-3.32
Free Agent,Matt Foster,0.0,0,0,0,0.0,9999,0.0,FA,-2.25541151876424
Free Agent,Diogenes Almengo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Sloan,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Drew Pomeranz,2.45,43,2,1,1.12,739,0.0,FA,3.04
Free Agent,Landon Marceaux,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Aldrin Batista,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Newcomb,3.0,55,3,0,1.43,755,0.0,FA,-5.62
Free Agent,Michael Boyle,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tink Hence,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Connor Seabold,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eston Stull,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Michael Gomez,0.0,0,0,0,0.0,9999,0.0,FA,-34.7311252578924
Free Agent,Angel Reyes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brady Anderson,0.0,0,0,0,0.0,9999,0.0,FA,-5.91965057702174
Free Agent,Julio Robaina,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Carson Ragsdale,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Antwone Kelly,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Wil Crowe,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Augusto Mendieta,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brandon Johnson,0.0,0,0,0,0.0,9999,0.0,FA,-9.15583054613195
Free Agent,Harry Gustin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jonathan Maciel,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Carr,0.0,0,0,0,0.0,9999,0.0,FA,-7.44444819453451
Free Agent,Pedro Avila,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Canterino,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matt Cronin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zach Greene,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Patrick Ruotolo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hoss Brewer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Weber,0.0,0,0,0,0.0,9999,0.0,FA,0.312046389256022
Free Agent,Nick Jones,0.0,0,0,0,0.0,9999,0.0,FA,-3.34850465865868
Free Agent,Justin Courtney,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Teddy McGraw,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cam Schuelke,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Adam Parks,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brian Curley,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Humberto Castellanos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,John Church,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Cole Schoenwetter,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gerardo Reyes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Joelvis Del Rosario,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,RJ Hively,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kevin Coulter,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jim Fuller,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Brad Keller,2.68,46,3,1,1.04,648,0.0,FA,2.49
Free Agent,Jeff Brigham,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,R.J. Dabovich,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tony Santillan,2.69,74,0,34,1.15,655,0.0,FA,-0.45
Free Agent,Brandon Hughes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Santana,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jake Cosart,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler McKay,0.0,0,0,0,0.0,9999,0.0,FA,-2.36778280114578
Free Agent,Tyler Zombro,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nolan Clenney,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dylan Coleman,0.0,0,0,0,0.0,9999,0.0,FA,15.2571615916986
Free Agent,Jose Quezada,0.0,0,0,0,0.0,9999,0.0,FA,-34.8975678013491
Free Agent,Nate Dohm,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Beede,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Lucas Jacobsen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jonathan Holder,0.0,0,0,0,0.0,9999,0.0,FA,-5.40169228996657
Free Agent,Tyler Owens,0.0,0,0,0,0.0,9999,0.0,FA,-0.922114293042174
Free Agent,Yaqui Rivera,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eli Saul,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Hunter Strickland,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Huascar Brazoban,3.9,58,0,14,1.3,782,0.0,FA,-4.34
Free Agent,Luis Perales,0.0,0,0,0,0.0,9999,0.0,FA,-13.430816851917
Free Agent,Dylan Lesko,0.0,0,0,0,0.0,9999,0.0,FA,8.07886316114396
Free Agent,Argenis Angulo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Will Cannon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jeremy Walker,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Yu-Min Lin,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ramon Marquez,0.0,0,0,0,0.0,9999,0.0,FA,-26.9178676608803
Free Agent,Triston Polley,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Horstman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Noah Schultz,0.0,0,0,0,0.0,9999,5.0,A,0.0
Free Agent,Rhett Kouba,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Mark Melancon,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Matthew Peguero,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Izaak Martinez,0.0,0,0,0,0.0,9999,0.0,FA,-8.71431911921713
Free Agent,Michael Dimock,0.0,0,0,0,0.0,9999,0.0,FA,-4.09139772874164
Free Agent,Kevin Comer,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Birchard,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Anyelo Leclerc,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryne Inman,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Khal Stephen,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Steven Jennings,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jeremy Rhoades,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Walbert Urena,4.59,53,0,10,1.41,850,0.0,FA,0.0
Free Agent,Jared Lyons,0.0,0,0,0,0.0,9999,0.0,FA,0.280517917664133
Free Agent,Chris Clark,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Blake Snell,3.09,115,9,0,1.19,189,0.0,FA,14.97
Free Agent,Jose Adames,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sam Benschoter,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nate Savino,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ivran Romero,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jerson Ramirez,0.0,0,0,0,0.0,9999,0.0,FA,-6.90867415368363
Free Agent,Sam Weatherly,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Butto,0.0,0,0,0,0.0,9999,0.0,FA,-2.94
Free Agent,Ryan Conroy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Ekness,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eric Yost,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Damion Carroll,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jun-Seok Shim,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Gabriel Jackson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Magno,0.0,0,0,0,0.0,9999,0.0,FA,19.9885865946653
Free Agent,Jake Pilarski,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kurt Hoekstra,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Alex Santos,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Feltner,4.72,117,11,0,1.39,842,0.0,FA,-27.89
Free Agent,Aneuris Rosario,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ethan Roberts,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Reid Johnston,0.0,0,0,0,0.0,9999,0.0,FA,-9.15583054613195
Free Agent,Garrett Davila,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Andrew Church,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Draven Zeigler,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tucker Healy,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Nick Avila,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ty Tice,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Edwin Escobar,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ryan Lobus,0.0,0,0,0,0.0,9999,0.0,FA,-10.9505783312229
Free Agent,Ralston Cash,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Francisco Jimenez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Peter Heubeck,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jean Reyes,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sean Mooney,0.0,0,0,0,0.0,9999,0.0,FA,3.66114318449027
Free Agent,Sebastian Gongora,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Sandy Lugo,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,John Means,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Eduardo Vera,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Josh Fleming,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ben Jacobs,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Dusty Isaacs,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Tyler Anderson,0.0,0,0,0,0.0,9999,0.0,FA,-16.94
Free Agent,Joey Oakie,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Robert Stock,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Ty Floyd,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Erasmo Ramirez,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Jose Suarez,3.8,58,5,0,1.31,676,0.0,FA,-6.08
Free Agent,Jimmy Nelson,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Kyle Hansen,0.0,0,0,0,0.0,9999,0.0,FA,-8.80306792391597
Free Agent,Paxton Thompson,0.0,0,0,0,0.0,9999,0.0,FA,0.763508690690831
Free Agent,Mitchell Kilkenny,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Zack Wheeler,3.12,173,19,0,1.07,155,0.0,FA,27.06
Free Agent,Jovani Moran,4.18,53,0,10,1.3,808,0.0,FA,-4.66
Free Agent,Randy Vasquez,3.83,86,10,0,1.26,613,0.0,FA,-24.96
Free Agent,Danis Correa,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,T.J. Brock,0.0,0,0,0,0.0,9999,0.0,FA,0.0
Free Agent,Elliot Ashbeck,0.0,0,0,0,0.0,9999,0.0,FA,0.0
